name/season,shots,top-speed,duels-won,aerial-duels-won,crosses,fouls,distance,sprints,intensive-runs
timo-werner_2023/2024,9.0,33.39,13.0,,3.0,1.0,29.7,80.0,241.0
matthias-ginter_2023/2024,9.0,31.53,149.0,56.0,8.0,6.0,207.3,223.0,901.0
dan-axel-zagadou_2023/2024,9.0,32.74,167.0,75.0,,17.0,181.1,229.0,951.0
klaus-gjasula_2023/2024,9.0,30.4,148.0,42.0,5.0,23.0,169.6,235.0,909.0
giovanni-reyna_2023/2024,9.0,30.36,49.0,3.0,6.0,2.0,41.6,68.0,255.0
eric-dier_2023/2024,9.0,33.52,106.0,41.0,5.0,12.0,131.6,182.0,603.0
jadon-sancho_2023/2024,9.0,33.88,81.0,1.0,13.0,2.0,117.3,320.0,879.0
borja-iglesias_2023/2024,9.0,32.46,18.0,2.0,1.0,2.0,32.5,63.0,214.0
sebastian-polter_2023/2024,9.0,32.7,68.0,27.0,3.0,6.0,54.3,108.0,301.0
benno-schmitz_2023/2024,8.0,31.69,111.0,17.0,29.0,9.0,145.7,181.0,740.0
florian-pick_2023/2024,8.0,31.29,45.0,4.0,6.0,6.0,52.3,143.0,394.0
lukas-kubler_2023/2024,8.0,36.08,204.0,47.0,17.0,19.0,225.9,345.0,1081.0
kiliann-sildillia_2023/2024,8.0,32.87,199.0,37.0,24.0,28.0,216.3,406.0,1283.0
aleksandar-pavlovic_2023/2024,8.0,32.58,123.0,11.0,3.0,21.0,174.6,241.0,1088.0
maximilian-philipp_2023/2024,8.0,32.11,41.0,7.0,,9.0,46.4,92.0,284.0
thomas-meunier_2023/2024,8.0,32.64,43.0,9.0,18.0,9.0,81.8,220.0,632.0
minjae-kim_2023/2024,7.0,34.32,217.0,81.0,1.0,18.0,221.5,460.0,1252.0
marco-friedl_2023/2024,7.0,33.71,206.0,51.0,,29.0,240.9,325.0,1022.0
jerome-roussillon_2023/2024,7.0,33.4,76.0,11.0,16.0,4.0,94.5,204.0,569.0
kevin-kampl_2023/2024,7.0,30.6,106.0,7.0,7.0,13.0,177.3,290.0,1160.0
castello-lukeba_2023/2024,7.0,32.97,178.0,39.0,3.0,8.0,248.9,342.0,1133.0
philipp-max_2023/2024,7.0,33.03,97.0,16.0,32.0,7.0,174.3,328.0,1125.0
norman-theuerkauf_2023/2024,7.0,31.43,94.0,12.0,12.0,14.0,165.1,285.0,930.0
finn-becker_2023/2024,7.0,32.41,72.0,7.0,2.0,6.0,90.2,181.0,745.0
philipp-forster_2023/2024,7.0,31.12,41.0,4.0,5.0,6.0,55.4,116.0,413.0
justin-diehl_2023/2024,7.0,34.74,16.0,,3.0,2.0,22.7,72.0,179.0
bryan-zaragoza_2023/2024,7.0,32.66,21.0,1.0,6.0,2.0,21.6,54.0,127.0
sebastien-haller_2023/2024,6.0,31.75,53.0,19.0,,7.0,51.6,129.0,383.0
christopher-trimmel_2023/2024,6.0,33.42,122.0,25.0,56.0,12.0,205.4,443.0,1236.0
lukas-klostermann_2023/2024,6.0,34.75,108.0,25.0,6.0,11.0,173.4,283.0,878.0
moritz-jenz_2023/2024,6.0,31.96,149.0,48.0,,26.0,198.7,306.0,1063.0
christian-gunter_2023/2024,6.0,34.45,56.0,4.0,36.0,8.0,124.2,277.0,723.0
philipp-lienhart_2023/2024,6.0,33.66,105.0,42.0,3.0,12.0,150.5,246.0,754.0
yannik-keitel_2023/2024,6.0,32.96,103.0,23.0,1.0,12.0,108.5,176.0,557.0
cristian-gamboa_2023/2024,6.0,33.87,81.0,10.0,20.0,13.0,143.8,342.0,975.0
pep-biel_2023/2024,6.0,31.05,24.0,1.0,6.0,7.0,42.5,115.0,376.0
niklas-sule_2023/2024,5.0,33.87,98.0,20.0,2.0,10.0,170.6,242.0,735.0
salih-ozcan_2023/2024,5.0,32.29,121.0,22.0,1.0,21.0,149.0,238.0,862.0
stefan-bell_2023/2024,5.0,30.66,70.0,32.0,1.0,10.0,75.7,100.0,367.0
danny-da-costa_2023/2024,5.0,33.52,91.0,21.0,35.0,7.0,101.7,281.0,729.0
randal-kolo-muani_2023/2024,5.0,33.87,17.0,6.0,,3.0,15.0,36.0,66.0
fabian-schnellhardt_2023/2024,5.0,31.49,20.0,1.0,,1.0,32.0,35.0,127.0
braydon-manu_2023/2024,5.0,33.54,10.0,,,4.0,21.9,59.0,169.0
clemens-riedel_2023/2024,5.0,31.8,75.0,13.0,5.0,10.0,93.0,134.0,488.0
aster-vranckx_2023/2024,5.0,31.23,153.0,16.0,5.0,30.0,158.8,262.0,1147.0
marnon-busch_2023/2024,5.0,32.92,55.0,11.0,18.0,9.0,72.7,130.0,411.0
stefan-schimmer_2023/2024,5.0,30.87,16.0,6.0,2.0,1.0,29.8,67.0,242.0
tom-bischof_2023/2024,5.0,30.4,24.0,1.0,3.0,2.0,32.2,59.0,223.0
damion-downs_2023/2024,5.0,33.36,9.0,2.0,1.0,1.0,26.7,57.0,177.0
tim-oermann_2023/2024,5.0,34.75,88.0,15.0,7.0,7.0,87.8,189.0,541.0
david-jurasek_2023/2024,5.0,34.2,44.0,3.0,15.0,3.0,66.9,198.0,466.0
skelly-alvero_2023/2024,5.0,32.32,27.0,6.0,,2.0,18.5,25.0,106.0
christian-gros_2023/2024,4.0,32.05,87.0,29.0,8.0,13.0,104.0,129.0,550.0
merveille-papela_2023/2024,4.0,32.12,30.0,4.0,3.0,5.0,35.9,73.0,256.0
odilon-kossounou_2023/2024,4.0,34.95,182.0,27.0,2.0,16.0,213.8,433.0,1327.0
christoph-zimmermann_2023/2024,4.0,31.47,130.0,36.0,,13.0,138.2,197.0,632.0
filip-stojilkovic_2023/2024,4.0,34.56,7.0,,2.0,2.0,21.5,57.0,149.0
patrick-herrmann_2023/2024,4.0,31.49,13.0,,,3.0,15.5,44.0,115.0
maximilian-bauer_2023/2024,4.0,30.54,76.0,22.0,1.0,13.0,95.5,130.0,429.0
tim-breithaupt_2023/2024,4.0,31.54,66.0,11.0,1.0,11.0,89.3,105.0,423.0
niklas-stark_2023/2024,4.0,33.88,121.0,44.0,,20.0,128.1,169.0,594.0
rogerio_2023/2024,4.0,33.59,85.0,7.0,25.0,7.0,109.6,251.0,736.0
amin-sarr_2023/2024,4.0,34.97,46.0,10.0,1.0,3.0,49.6,122.0,342.0
nacho-ferri_2023/2024,4.0,32.08,19.0,4.0,2.0,1.0,13.1,33.0,88.0
kilian-fischer_2023/2024,4.0,35.28,24.0,2.0,9.0,4.0,38.2,122.0,304.0
florian-dietz_2023/2024,4.0,31.49,6.0,3.0,,1.0,11.2,24.0,85.0
fabio-torsiello_2023/2024,4.0,33.35,6.0,1.0,2.0,2.0,23.5,66.0,193.0
milos-veljkovic_2023/2024,3.0,30.69,135.0,49.0,10.0,10.0,234.9,241.0,1152.0
amos-pieper_2023/2024,3.0,32.65,82.0,34.0,2.0,5.0,73.9,123.0,416.0
fabio-carvalho_2023/2024,3.0,32.53,22.0,2.0,2.0,,26.4,73.0,218.0
jannik-muller_2023/2024,3.0,33.47,107.0,24.0,4.0,17.0,130.9,200.0,737.0
bartol-franjic_2023/2024,3.0,32.35,95.0,17.0,3.0,18.0,152.3,267.0,983.0
denis-thomalla_2023/2024,3.0,31.11,50.0,16.0,2.0,7.0,71.1,140.0,531.0
tim-siersleben_2023/2024,3.0,31.66,70.0,11.0,,14.0,113.9,102.0,511.0
kevin-vogt_2023/2024,3.0,33.57,160.0,37.0,4.0,28.0,313.2,501.0,1537.0
lilian-egloff_2023/2024,3.0,30.86,12.0,,,2.0,14.7,23.0,94.0
danilo-soares_2023/2024,3.0,30.59,42.0,11.0,3.0,4.0,40.4,73.0,232.0
irvin-cardona_2023/2024,3.0,33.41,2.0,1.0,3.0,1.0,8.0,20.0,64.0
robert-gumny_2023/2024,3.0,33.6,45.0,6.0,5.0,6.0,61.2,136.0,363.0
leonidas-stergiou_2023/2024,3.0,33.36,44.0,5.0,12.0,5.0,75.9,178.0,461.0
hrvoje-smolcic_2023/2024,3.0,32.87,38.0,19.0,,3.0,43.9,88.0,279.0
andreas-hanche-olsen_2023/2024,3.0,32.94,99.0,37.0,,12.0,118.4,218.0,678.0
kevin-mbabu_2023/2024,3.0,34.89,258.0,38.0,83.0,42.0,230.5,666.0,1586.0
anthony-rouault_2023/2024,3.0,32.48,90.0,30.0,3.0,9.0,127.2,189.0,703.0
andreas-muller_2023/2024,3.0,31.3,31.0,5.0,2.0,5.0,50.9,64.0,295.0
frank-ronstadt_2023/2024,3.0,30.5,10.0,1.0,1.0,,10.1,23.0,66.0
rani-khedira_2023/2024,3.0,31.53,146.0,27.0,6.0,23.0,164.0,205.0,891.0
bambase-conte_2023/2024,3.0,32.26,16.0,2.0,,3.0,11.5,31.0,100.0
chris-bedia_2023/2024,3.0,32.56,10.0,4.0,,5.0,18.6,35.0,116.0
julian-malatini_2023/2024,3.0,34.18,67.0,11.0,5.0,11.0,75.8,168.0,477.0
stefan-lainer_2023/2024,3.0,32.77,78.0,10.0,12.0,8.0,95.4,241.0,674.0
mahmoud-dahoud_2023/2024,3.0,29.8,24.0,1.0,1.0,,37.5,58.0,249.0
frans-kratzig_2023/2024,2.0,32.08,7.0,,1.0,,8.2,26.0,61.0
anthony-jung_2023/2024,2.0,32.38,196.0,48.0,13.0,16.0,306.9,480.0,1766.0
nelson-weiper_2023/2024,2.0,33.42,11.0,1.0,,,17.9,54.0,153.0
frederik-ronnow_2023/2024,2.0,28.04,,,,,195.1,12.0,83.0
gustavo-puerta_2023/2024,2.0,30.41,12.0,2.0,,2.0,10.0,18.0,70.0
arthur_2023/2024,2.0,33.95,16.0,3.0,7.0,2.0,23.7,71.0,170.0
jesper-lindstrom_2023/2024,2.0,32.91,5.0,,1.0,,9.9,29.0,70.0
kevin-akpoguma_2023/2024,2.0,32.56,148.0,31.0,3.0,14.0,132.3,239.0,785.0
grant-leon-ranos_2023/2024,2.0,31.17,9.0,1.0,,1.0,11.3,32.0,99.0
mert-komur_2023/2024,2.0,32.08,15.0,1.0,1.0,2.0,17.2,29.0,116.0
paxten-aaronson_2023/2024,2.0,32.6,18.0,1.0,,4.0,17.9,44.0,137.0
junior-adamu_2023/2024,2.0,31.76,12.0,4.0,1.0,7.0,20.4,57.0,177.0
jordy-makengo_2023/2024,2.0,35.05,107.0,22.0,19.0,13.0,129.9,359.0,894.0
naby-keita_2023/2024,2.0,27.64,9.0,,,2.0,15.1,24.0,83.0
anwar-el-ghazi_2023/2024,2.0,32.9,7.0,1.0,1.0,1.0,8.1,21.0,44.0
samuel-bamba_2023/2024,2.0,34.28,7.0,,3.0,1.0,6.4,17.0,52.0
donny-van-de-beek_2023/2024,2.0,31.04,39.0,5.0,1.0,7.0,49.0,100.0,400.0
sasa-kalajdzic_2023/2024,2.0,31.32,35.0,13.0,,3.0,39.6,101.0,274.0
shio-fukuda_2023/2024,2.0,33.04,6.0,2.0,,1.0,6.7,22.0,59.0
florent-muslija_2023/2024,2.0,31.85,19.0,,3.0,1.0,19.2,54.0,130.0
tim-drexler_2023/2024,2.0,34.32,53.0,7.0,,4.0,70.6,110.0,408.0
michael-zetterer_2023/2024,1.0,31.74,,,,,153.5,29.0,151.0
mathias-olesen_2023/2024,1.0,30.71,10.0,1.0,1.0,3.0,18.4,30.0,151.0
jacob-christensen_2023/2024,1.0,31.51,27.0,1.0,3.0,4.0,32.2,51.0,201.0
maxim-leitsch_2023/2024,1.0,32.39,33.0,15.0,,2.0,45.6,72.0,227.0
milos-pantovic_2023/2024,1.0,30.37,3.0,,,,2.7,11.0,32.0
aljoscha-kemlein_2023/2024,1.0,29.73,3.0,,,2.0,5.4,8.0,42.0
noah-mbamba_2023/2024,1.0,34.27,4.0,,,1.0,3.0,6.0,17.0
jens-petter-hauge_2023/2024,1.0,33.23,19.0,1.0,,1.0,26.5,87.0,254.0
dzenan-pejcinovic_2023/2024,1.0,29.85,1.0,,,2.0,6.1,15.0,40.0
nicolas-cozza_2023/2024,1.0,32.71,21.0,4.0,2.0,1.0,35.2,95.0,280.0
kenneth-schmidt_2023/2024,1.0,31.96,9.0,,2.0,1.0,10.3,20.0,65.0
noah-weishaupt_2023/2024,1.0,33.32,81.0,3.0,37.0,8.0,107.1,177.0,666.0
nathanael-mbuku_2023/2024,1.0,29.4,,,,,1.4,1.0,13.0
borna-sosa_2023/2024,1.0,31.06,2.0,,8.0,,5.2,12.0,28.0
mateu-morey-bauza_2023/2024,1.0,30.79,16.0,2.0,1.0,3.0,13.6,32.0,89.0
leonardo-bonucci_2023/2024,1.0,30.05,26.0,6.0,,2.0,51.7,61.0,244.0
bouna-sarr_2023/2024,1.0,32.52,14.0,3.0,1.0,,13.7,37.0,95.0
luca-raimund_2023/2024,1.0,31.55,6.0,1.0,1.0,2.0,5.1,14.0,39.0
christoph-kramer_2023/2024,1.0,30.23,46.0,8.0,2.0,6.0,41.5,49.0,274.0
timothy-chandler_2023/2024,1.0,30.87,3.0,1.0,4.0,,6.9,17.0,58.0
marcus-muller_2023/2024,1.0,28.64,2.0,1.0,,1.0,2.6,3.0,12.0
lovro-zvonarek_2023/2024,1.0,31.47,13.0,2.0,1.0,3.0,23.2,42.0,188.0
ole-pohlmann_2023/2024,1.0,30.83,5.0,1.0,,,7.6,18.0,55.0
lukas-nmecha_2023/2024,1.0,32.42,9.0,3.0,,1.0,7.4,18.0,59.0
marvin-ducksch_2022/2023,93.0,32.68,134.0,25.0,37.0,3.0,327.0,607.0,1956.0
marcus-thuram_2022/2023,89.0,35.72,312.0,51.0,7.0,31.0,271.4,721.0,1819.0
serge-gnabry_2022/2023,84.0,34.23,188.0,15.0,24.0,29.0,236.3,657.0,1850.0
leroy-sane_2022/2023,82.0,36.3,277.0,7.0,6.0,13.0,231.3,755.0,1743.0
randal-kolo-muani_2022/2023,78.0,35.97,402.0,68.0,17.0,48.0,306.3,811.0,1897.0
moussa-diaby_2022/2023,78.0,36.52,181.0,5.0,62.0,16.0,307.4,865.0,2037.0
niclas-fullkrug_2022/2023,76.0,32.29,369.0,165.0,15.0,29.0,273.4,430.0,1545.0
christopher-nkunku_2022/2023,73.0,34.57,191.0,18.0,10.0,18.0,212.7,589.0,1461.0
sheraldo-becker_2022/2023,70.0,36.57,171.0,18.0,119.0,29.0,292.8,1113.0,2403.0
michael-gregoritsch_2022/2023,67.0,32.21,284.0,148.0,13.0,25.0,239.4,574.0,1585.0
jude-bellingham_2022/2023,65.0,33.59,463.0,40.0,20.0,40.0,325.4,884.0,2526.0
dodi-lukebakio_2022/2023,65.0,35.18,297.0,16.0,31.0,32.0,261.1,695.0,1690.0
christoph-baumgartner_2022/2023,65.0,33.06,395.0,80.0,24.0,62.0,331.5,671.0,2386.0
karim-onisiwo_2022/2023,65.0,34.33,315.0,60.0,54.0,45.0,290.8,837.0,2051.0
vincenzo-grifo_2022/2023,65.0,32.32,201.0,16.0,42.0,6.0,296.9,535.0,1972.0
andrej-kramaric_2022/2023,64.0,33.01,146.0,3.0,34.0,6.0,316.1,705.0,2273.0
jamal-musiala_2022/2023,63.0,35.25,365.0,13.0,5.0,21.0,277.7,680.0,2065.0
dominik-szoboszlai_2022/2023,63.0,35.21,296.0,11.0,39.0,26.0,293.6,863.0,2069.0
donyell-malen_2022/2023,62.0,35.14,209.0,7.0,33.0,12.0,182.3,398.0,1033.0
marius-bulter_2022/2023,62.0,34.4,276.0,50.0,84.0,22.0,318.7,646.0,1981.0
andre-silva_2022/2023,62.0,33.39,197.0,28.0,3.0,27.0,207.5,544.0,1543.0
timo-werner_2022/2023,61.0,35.47,128.0,2.0,20.0,5.0,239.0,685.0,1730.0
ermedin-demirovic_2022/2023,60.0,33.23,293.0,90.0,14.0,45.0,279.4,825.0,1898.0
ritsu-doan_2022/2023,57.0,34.37,347.0,12.0,21.0,29.0,291.5,708.0,2092.0
sadio-mane_2022/2023,56.0,33.24,157.0,21.0,18.0,14.0,164.9,505.0,1169.0
florian-kainz_2022/2023,56.0,32.4,233.0,16.0,77.0,30.0,292.6,638.0,2074.0
mergim-berisha_2022/2023,56.0,33.26,145.0,42.0,24.0,27.0,179.6,495.0,1194.0
philipp-hofmann_2022/2023,53.0,32.15,463.0,269.0,4.0,43.0,273.7,297.0,1099.0
serhou-guirassy_2022/2023,53.0,32.58,190.0,50.0,4.0,15.0,189.5,365.0,1149.0
takuma-asano_2022/2023,52.0,35.42,152.0,26.0,23.0,10.0,215.8,722.0,1798.0
jesper-lindstrom_2022/2023,49.0,34.92,180.0,9.0,15.0,17.0,211.9,720.0,1791.0
kingsley-coman_2022/2023,49.0,35.65,196.0,10.0,69.0,8.0,167.5,514.0,1209.0
omar-marmoush_2022/2023,48.0,35.14,250.0,53.0,16.0,28.0,180.8,541.0,1365.0
kevin-stoger_2022/2023,48.0,31.81,320.0,15.0,47.0,41.0,320.8,580.0,2066.0
lars-stindl_2022/2023,48.0,32.04,172.0,14.0,5.0,26.0,218.3,317.0,1385.0
jonas-hofmann_2022/2023,47.0,33.82,186.0,11.0,28.0,13.0,345.4,967.0,2377.0
florian-niederlechner_2022/2023,47.0,33.35,197.0,51.0,5.0,17.0,217.9,448.0,1410.0
marco-richter_2022/2023,47.0,32.03,223.0,10.0,44.0,34.0,226.1,612.0,1596.0
robert-skov_2022/2023,46.0,33.19,132.0,18.0,33.0,16.0,162.8,395.0,1089.0
wataru-endo_2022/2023,46.0,32.21,439.0,91.0,6.0,37.0,356.0,517.0,2267.0
julian-brandt_2022/2023,45.0,33.34,233.0,22.0,54.0,6.0,311.6,829.0,2355.0
thomas-muller_2022/2023,44.0,31.67,176.0,37.0,35.0,9.0,211.2,447.0,1422.0
daichi-kamada_2022/2023,44.0,34.12,222.0,18.0,13.0,41.0,299.3,506.0,1709.0
chris-fuhrich_2022/2023,44.0,34.44,200.0,3.0,16.0,7.0,225.8,655.0,1619.0
konstantinos-mavropanos_2022/2023,44.0,34.69,313.0,101.0,6.0,23.0,249.7,410.0,1252.0
silas-katompa-mvumpa_2022/2023,44.0,35.62,210.0,16.0,21.0,37.0,213.9,611.0,1422.0
simon-terodde_2022/2023,43.0,32.22,206.0,85.0,2.0,35.0,224.1,481.0,1524.0
ramy-bensebaini_2022/2023,42.0,34.48,279.0,79.0,16.0,24.0,271.0,624.0,1623.0
dani-olmo_2022/2023,42.0,32.14,185.0,12.0,6.0,15.0,144.9,347.0,980.0
jakub-kaminski_2022/2023,40.0,34.66,183.0,14.0,33.0,9.0,258.8,746.0,2121.0
lucas-tousart_2022/2023,40.0,33.09,418.0,105.0,20.0,36.0,388.3,597.0,2376.0
karim-adeyemi_2022/2023,39.0,36.65,170.0,9.0,13.0,20.0,159.6,573.0,1168.0
rodrigo-zalazar_2022/2023,39.0,34.14,201.0,27.0,30.0,21.0,167.9,357.0,1051.0
marco-reus_2022/2023,38.0,32.01,122.0,15.0,6.0,14.0,172.5,478.0,1274.0
linton-maina_2022/2023,38.0,34.84,149.0,3.0,53.0,15.0,287.4,846.0,2320.0
leon-goretzka_2022/2023,38.0,34.32,244.0,49.0,6.0,23.0,217.4,362.0,1271.0
jeremie-frimpong_2022/2023,37.0,36.0,322.0,17.0,53.0,20.0,301.5,1144.0,2372.0
dominik-kohr_2022/2023,37.0,35.34,289.0,50.0,3.0,45.0,281.6,402.0,1283.0
marcus-ingvartsen_2022/2023,37.0,32.22,144.0,43.0,7.0,32.0,171.8,417.0,1351.0
felix-nmecha_2022/2023,37.0,34.67,266.0,58.0,5.0,26.0,233.6,550.0,1774.0
kevin-behrens_2022/2023,36.0,32.51,293.0,183.0,10.0,33.0,198.3,445.0,1419.0
anton-stach_2022/2023,36.0,33.48,287.0,83.0,25.0,24.0,272.7,536.0,1612.0
amine-adli_2022/2023,36.0,33.76,225.0,36.0,10.0,39.0,183.5,557.0,1362.0
youssoufa-moukoko_2022/2023,35.0,32.99,85.0,5.0,2.0,7.0,133.2,379.0,966.0
davie-selke_2022/2023,35.0,33.59,160.0,107.0,8.0,21.0,143.9,368.0,908.0
steffen-tigges_2022/2023,35.0,32.65,180.0,79.0,9.0,11.0,211.8,522.0,1652.0
raphael-guerreiro_2022/2023,34.0,31.69,151.0,8.0,30.0,7.0,283.4,631.0,1959.0
dejan-ljubicic_2022/2023,34.0,34.71,159.0,13.0,36.0,25.0,233.4,681.0,1898.0
jae-sung-lee_2022/2023,34.0,31.83,235.0,44.0,26.0,17.0,250.8,707.0,2124.0
roland-sallai_2022/2023,34.0,33.16,118.0,24.0,29.0,28.0,125.0,297.0,815.0
tiago-tomas_2022/2023,34.0,35.81,143.0,13.0,10.0,11.0,160.6,402.0,1113.0
sebastien-haller_2022/2023,34.0,31.19,149.0,48.0,2.0,11.0,150.0,318.0,1082.0
benjamin-pavard_2022/2023,33.0,33.37,285.0,83.0,42.0,29.0,296.9,612.0,1795.0
maximilian-arnold_2022/2023,33.0,32.96,259.0,49.0,8.0,34.0,355.1,466.0,2202.0
benjamin-henrichs_2022/2023,33.0,33.45,300.0,29.0,32.0,36.0,247.2,578.0,1555.0
kerem-demirbay_2022/2023,32.0,31.11,145.0,10.0,12.0,27.0,196.9,319.0,1268.0
jordan_2022/2023,32.0,32.42,256.0,114.0,2.0,36.0,163.0,380.0,1151.0
ellyes-skhiri_2022/2023,32.0,32.37,313.0,48.0,11.0,34.0,393.6,617.0,2434.0
christopher-antwi-adjei_2022/2023,32.0,35.5,214.0,21.0,47.0,22.0,225.6,668.0,1641.0
niklas-sule_2022/2023,32.0,34.59,166.0,46.0,14.0,8.0,236.9,374.0,1093.0
joshua-kimmich_2022/2023,31.0,32.54,317.0,30.0,21.0,20.0,385.7,545.0,2251.0
patrik-schick_2022/2023,31.0,34.57,102.0,36.0,2.0,5.0,108.3,201.0,547.0
janik-haberer_2022/2023,31.0,32.3,222.0,40.0,11.0,30.0,283.8,560.0,1914.0
eric-maxim-choupo-moting_2022/2023,31.0,33.35,141.0,16.0,3.0,4.0,123.5,241.0,752.0
ludovic-ajorque_2022/2023,31.0,31.09,220.0,90.0,4.0,25.0,145.6,268.0,931.0
robert-andrich_2022/2023,30.0,31.36,247.0,71.0,2.0,33.0,307.8,343.0,1793.0
adam-hlozek_2022/2023,30.0,33.32,122.0,27.0,5.0,17.0,171.9,352.0,1128.0
ridle-baku_2022/2023,30.0,34.19,253.0,28.0,53.0,27.0,306.2,1004.0,2539.0
simon-zoller_2022/2023,30.0,32.39,85.0,22.0,13.0,18.0,179.8,515.0,1369.0
gerrit-holtmann_2022/2023,30.0,34.97,114.0,18.0,43.0,7.0,103.8,341.0,761.0
willi-orban_2022/2023,30.0,32.51,351.0,136.0,1.0,17.0,333.6,426.0,1502.0
lucas-holer_2022/2023,30.0,32.45,232.0,70.0,12.0,20.0,193.5,378.0,1376.0
alassane-plea_2022/2023,29.0,32.54,183.0,15.0,25.0,21.0,200.0,357.0,1310.0
mattias-svanberg_2022/2023,29.0,34.08,187.0,28.0,16.0,25.0,235.5,668.0,2018.0
patrick-wimmer_2022/2023,29.0,34.58,223.0,23.0,26.0,38.0,201.5,594.0,1534.0
ihlas-bebou_2022/2023,29.0,35.23,155.0,30.0,13.0,20.0,175.5,486.0,1363.0
stevan-jovetic_2022/2023,28.0,30.7,95.0,21.0,7.0,6.0,116.5,195.0,767.0
alex-kral_2022/2023,28.0,33.08,263.0,62.0,25.0,21.0,302.1,645.0,1994.0
leandro-barreiro_2022/2023,28.0,32.42,278.0,45.0,5.0,43.0,294.3,759.0,2512.0
arne-maier_2022/2023,28.0,33.08,162.0,21.0,20.0,13.0,242.2,545.0,1736.0
yannick-gerhardt_2022/2023,28.0,32.72,150.0,27.0,13.0,16.0,244.2,616.0,2035.0
michael-frey_2022/2023,28.0,31.95,147.0,54.0,7.0,29.0,105.2,301.0,802.0
mario-gotze_2022/2023,27.0,31.81,278.0,3.0,50.0,20.0,365.9,737.0,3035.0
djibril-sow_2022/2023,27.0,34.61,248.0,31.0,3.0,36.0,350.7,443.0,2076.0
eric-martel_2022/2023,27.0,32.04,288.0,70.0,16.0,37.0,279.1,524.0,1919.0
florian-neuhaus_2022/2023,27.0,32.89,119.0,6.0,4.0,9.0,179.3,215.0,1034.0
kouadio-kone_2022/2023,27.0,33.1,415.0,20.0,3.0,47.0,318.9,467.0,2031.0
georginio-rutter_2022/2023,27.0,34.54,139.0,11.0,10.0,17.0,118.0,295.0,774.0
mitchell-weiser_2022/2023,27.0,35.12,374.0,33.0,61.0,36.0,315.1,853.0,2557.0
christian-gunter_2022/2023,27.0,34.83,151.0,14.0,83.0,31.0,327.8,676.0,1816.0
sardar-azmoun_2022/2023,26.0,34.2,82.0,29.0,,16.0,107.6,257.0,665.0
julian-ryerson_2022/2023,26.0,33.43,272.0,30.0,77.0,29.0,310.7,557.0,1885.0
eric-dina-ebimbe_2022/2023,26.0,34.71,153.0,27.0,5.0,15.0,131.2,302.0,867.0
matthijs-de-ligt_2022/2023,25.0,33.23,253.0,118.0,2.0,19.0,288.0,345.0,1441.0
rafael-borre_2022/2023,25.0,33.07,147.0,30.0,16.0,20.0,148.1,384.0,1045.0
nadiem-amiri_2022/2023,25.0,31.82,104.0,4.0,1.0,14.0,125.2,236.0,795.0
giovanni-reyna_2022/2023,25.0,32.06,85.0,8.0,4.0,7.0,82.0,148.0,544.0
wilfried-kanga_2022/2023,25.0,33.61,159.0,57.0,7.0,18.0,155.5,434.0,1045.0
leonardo-bittencourt_2022/2023,25.0,32.85,210.0,16.0,40.0,42.0,198.7,428.0,1455.0
jonas-wind_2022/2023,25.0,30.83,176.0,65.0,2.0,17.0,154.1,228.0,988.0
anthony-losilla_2022/2023,25.0,31.19,320.0,110.0,13.0,47.0,344.8,518.0,2141.0
josha-vagnoman_2022/2023,25.0,33.77,153.0,25.0,23.0,18.0,192.4,493.0,1336.0
chidera-ejuke_2022/2023,24.0,35.04,119.0,5.0,12.0,2.0,101.7,257.0,711.0
tom-kraus_2022/2023,24.0,34.14,346.0,43.0,17.0,49.0,296.5,802.0,1943.0
grischa-promel_2022/2023,24.0,32.97,137.0,27.0,4.0,29.0,202.6,429.0,1398.0
jamie-bynoe-gittens_2022/2023,24.0,35.97,68.0,6.0,3.0,9.0,71.0,229.0,562.0
suat-serdar_2022/2023,23.0,32.76,287.0,34.0,,33.0,247.3,417.0,1435.0
rani-khedira_2022/2023,23.0,32.55,292.0,51.0,9.0,53.0,357.0,429.0,1898.0
waldemar-anton_2022/2023,23.0,33.98,321.0,84.0,20.0,29.0,357.8,835.0,2567.0
emil-forsberg_2022/2023,23.0,32.49,142.0,9.0,5.0,21.0,183.8,273.0,1055.0
jonathan-burkardt_2022/2023,23.0,33.91,69.0,11.0,11.0,5.0,64.1,172.0,487.0
marius-wolf_2022/2023,22.0,34.5,180.0,8.0,49.0,11.0,199.7,487.0,1282.0
jonas-hector_2022/2023,22.0,32.47,473.0,71.0,63.0,23.0,333.7,626.0,2143.0
munas-dabbur_2022/2023,22.0,30.88,103.0,12.0,5.0,13.0,111.5,231.0,771.0
lukas-nmecha_2022/2023,22.0,34.0,111.0,22.0,5.0,6.0,109.4,236.0,750.0
ruben-vargas_2022/2023,22.0,33.81,111.0,13.0,36.0,14.0,136.9,360.0,984.0
kenan-karaman_2022/2023,22.0,34.68,130.0,37.0,24.0,11.0,120.1,313.0,858.0
niklas-schmidt_2022/2023,21.0,32.72,142.0,13.0,16.0,18.0,136.6,177.0,744.0
hiroki-ito_2022/2023,21.0,34.43,223.0,58.0,10.0,16.0,287.2,516.0,1475.0
anthony-modeste_2022/2023,21.0,33.24,83.0,40.0,3.0,13.0,90.3,184.0,484.0
silvan-widmer_2022/2023,21.0,34.16,152.0,30.0,29.0,11.0,212.7,601.0,1720.0
mathys-tel_2022/2023,20.0,33.03,56.0,11.0,4.0,8.0,56.3,149.0,419.0
