name/season,shots,top-speed,duels-won,aerial-duels-won,crosses,fouls,distance,sprints,intensive-runs
nico-schlotterbeck_2022/2023,20.0,33.99,255.0,75.0,5.0,14.0,243.5,370.0,1267.0
niko-gieselmann_2022/2023,20.0,31.76,110.0,32.0,44.0,16.0,175.8,268.0,1102.0
sargis-adamyan_2022/2023,20.0,33.83,77.0,12.0,11.0,16.0,88.3,245.0,708.0
aaron-martin_2022/2023,20.0,30.92,125.0,5.0,58.0,27.0,227.6,371.0,1454.0
nicolas-hofler_2022/2023,20.0,31.91,385.0,98.0,,63.0,352.7,588.0,2048.0
matthias-ginter_2022/2023,20.0,32.52,284.0,148.0,7.0,23.0,344.3,321.0,1408.0
angelino_2022/2023,20.0,32.02,199.0,19.0,95.0,12.0,320.9,642.0,2080.0
alphonso-davies_2022/2023,19.0,36.53,273.0,9.0,19.0,7.0,247.8,778.0,1877.0
tuta_2022/2023,19.0,34.4,318.0,77.0,4.0,33.0,315.0,545.0,1770.0
exequiel-palacios_2022/2023,19.0,32.33,208.0,16.0,2.0,21.0,213.5,381.0,1466.0
ozan-kabak_2022/2023,19.0,33.37,299.0,105.0,4.0,53.0,270.6,398.0,1309.0
amadou-haidara_2022/2023,19.0,31.57,156.0,32.0,3.0,29.0,185.5,173.0,978.0
konrad-laimer_2022/2023,19.0,34.12,223.0,5.0,13.0,31.0,182.8,477.0,1200.0
jessic-ngankam_2022/2023,19.0,35.88,84.0,19.0,,20.0,95.9,201.0,657.0
nico-elvedi_2022/2023,18.0,33.17,257.0,95.0,,20.0,298.2,423.0,1274.0
anthony-jung_2022/2023,18.0,32.14,222.0,52.0,35.0,23.0,322.1,738.0,2416.0
jens-stage_2022/2023,18.0,33.92,202.0,65.0,13.0,29.0,246.8,582.0,1931.0
paulo-otavio_2022/2023,18.0,35.51,281.0,35.0,48.0,24.0,240.8,776.0,1848.0
philipp-forster_2022/2023,18.0,34.54,114.0,7.0,16.0,26.0,168.4,379.0,1208.0
arne-engels_2022/2023,18.0,32.66,108.0,14.0,17.0,25.0,193.2,326.0,1262.0
mitchel-bakker_2022/2023,17.0,34.57,139.0,17.0,22.0,18.0,200.7,558.0,1378.0
piero-hincapie_2022/2023,17.0,34.86,314.0,79.0,17.0,35.0,299.2,672.0,1998.0
enzo-millot_2022/2023,17.0,33.21,144.0,7.0,12.0,16.0,119.4,291.0,906.0
romano-schmid_2022/2023,17.0,34.36,169.0,14.0,15.0,16.0,193.3,346.0,1229.0
evan-ndicka_2022/2023,16.0,34.37,280.0,87.0,1.0,30.0,319.5,531.0,1714.0
ansgar-knauff_2022/2023,16.0,34.76,177.0,13.0,25.0,14.0,160.5,464.0,1185.0
mats-hummels_2022/2023,16.0,32.68,266.0,102.0,4.0,18.0,226.9,357.0,1142.0
emre-can_2022/2023,16.0,35.12,239.0,66.0,,28.0,227.6,410.0,1229.0
sven-michel_2022/2023,16.0,32.86,58.0,25.0,16.0,13.0,70.5,205.0,566.0
florian-dietz_2022/2023,16.0,32.51,54.0,22.0,4.0,11.0,48.7,90.0,297.0
micky-van-de-ven_2022/2023,16.0,35.97,254.0,49.0,4.0,22.0,334.0,688.0,1821.0
erhan-masovic_2022/2023,16.0,33.74,199.0,56.0,1.0,22.0,244.4,358.0,1236.0
maximilian-eggestein_2022/2023,16.0,31.15,257.0,59.0,10.0,27.0,311.2,506.0,2046.0
paul-seguin_2022/2023,16.0,31.13,63.0,11.0,14.0,12.0,95.2,197.0,726.0
denis-huseinbasic_2022/2023,16.0,32.19,95.0,4.0,8.0,14.0,116.4,264.0,820.0
marcel-sabitzer_2022/2023,15.0,32.02,73.0,12.0,2.0,8.0,84.2,134.0,580.0
marc-oliver-kempf_2022/2023,15.0,33.96,363.0,172.0,,25.0,301.2,540.0,1572.0
christopher-trimmel_2022/2023,15.0,33.85,148.0,32.0,58.0,15.0,222.1,430.0,1305.0
danilho-doekhi_2022/2023,15.0,32.83,217.0,71.0,6.0,18.0,265.1,251.0,1329.0
danny-latza_2022/2023,15.0,32.8,97.0,13.0,2.0,14.0,115.8,238.0,848.0
dominick-drexler_2022/2023,15.0,32.29,140.0,23.0,34.0,24.0,168.5,365.0,1118.0
ivan-ordets_2022/2023,15.0,33.18,321.0,156.0,3.0,31.0,281.8,460.0,1565.0
edimilson-fernandes_2022/2023,15.0,33.32,217.0,53.0,15.0,28.0,284.9,457.0,1526.0
philipp-lienhart_2022/2023,15.0,33.69,205.0,78.0,,17.0,292.0,453.0,1409.0
elvis-rexhbecaj_2022/2023,15.0,32.88,243.0,46.0,8.0,27.0,316.5,320.0,1547.0
naouirou-ahamada_2022/2023,15.0,33.91,119.0,8.0,6.0,16.0,171.0,384.0,1210.0
david-raum_2022/2023,15.0,35.57,158.0,19.0,73.0,20.0,214.1,631.0,1654.0
tim-skarke_2022/2023,15.0,32.61,45.0,3.0,17.0,7.0,64.6,182.0,462.0
borna-sosa_2022/2023,15.0,33.63,160.0,21.0,123.0,12.0,214.7,360.0,1113.0
konstantinos-stafylidis_2022/2023,14.0,31.66,124.0,19.0,12.0,16.0,121.4,229.0,695.0
jeffrey-gouweleeuw_2022/2023,14.0,32.63,288.0,103.0,8.0,36.0,310.0,446.0,1392.0
timo-hubers_2022/2023,14.0,33.66,294.0,124.0,,30.0,287.1,425.0,1362.0
luca-pellegrini_2022/2023,14.0,33.46,77.0,11.0,26.0,7.0,64.1,154.0,414.0
yussuf-poulsen_2022/2023,14.0,33.04,66.0,26.0,2.0,10.0,59.4,182.0,481.0
soichiro-kozuki_2022/2023,14.0,33.02,34.0,4.0,14.0,7.0,44.6,122.0,310.0
edmond-tapsoba_2022/2023,13.0,33.68,321.0,67.0,,24.0,325.3,528.0,1849.0
aymen-barkok_2022/2023,13.0,32.69,88.0,17.0,8.0,13.0,87.7,243.0,660.0
wooyeong-jeong_2022/2023,13.0,33.79,52.0,3.0,8.0,13.0,95.8,298.0,790.0
josko-gvardiol_2022/2023,13.0,33.89,219.0,60.0,1.0,18.0,257.6,442.0,1489.0
maximilian-philipp_2022/2023,13.0,34.22,66.0,8.0,1.0,7.0,70.2,153.0,453.0
nathan-ngoumou_2022/2023,13.0,36.17,57.0,6.0,14.0,6.0,84.6,294.0,685.0
dan-axel-zagadou_2022/2023,13.0,32.7,139.0,63.0,,10.0,149.2,193.0,697.0
kelvin-yeboah_2022/2023,13.0,35.05,65.0,15.0,5.0,11.0,43.9,149.0,337.0
dion-beljo_2022/2023,13.0,32.52,130.0,47.0,7.0,27.0,135.1,234.0,823.0
christopher-lenz_2022/2023,12.0,33.31,120.0,23.0,30.0,19.0,160.5,406.0,1129.0
ondrej-duda_2022/2023,12.0,30.89,84.0,4.0,7.0,16.0,94.3,137.0,666.0
jan-thielmann_2022/2023,12.0,34.07,122.0,16.0,32.0,15.0,112.7,360.0,862.0
maya-yoshida_2022/2023,12.0,32.14,247.0,110.0,3.0,20.0,272.8,347.0,1327.0
luca-waldschmidt_2022/2023,12.0,32.06,35.0,3.0,,12.0,75.8,169.0,573.0
daniel-kofi-kyereh_2022/2023,12.0,32.34,57.0,9.0,1.0,12.0,75.9,135.0,594.0
fredrik-jensen_2022/2023,12.0,34.08,90.0,31.0,12.0,15.0,120.1,304.0,868.0
luca-pfeiffer_2022/2023,12.0,31.51,80.0,34.0,,14.0,89.7,195.0,606.0
joao-cancelo_2022/2023,12.0,32.57,153.0,17.0,25.0,11.0,121.2,318.0,823.0
ryan-gravenberch_2022/2023,11.0,32.54,90.0,7.0,2.0,9.0,79.4,160.0,611.0
robin-knoche_2022/2023,11.0,30.45,263.0,88.0,1.0,13.0,333.7,314.0,1407.0
benno-schmitz_2022/2023,11.0,31.65,241.0,38.0,79.0,31.0,291.2,332.0,1370.0
kingsley-schindler_2022/2023,11.0,33.36,114.0,31.0,39.0,9.0,141.9,302.0,927.0
sebastian-polter_2022/2023,11.0,33.74,92.0,50.0,2.0,23.0,76.1,190.0,481.0
tobias-mohr_2022/2023,11.0,33.35,63.0,8.0,39.0,6.0,111.5,317.0,855.0
florent-mollet_2022/2023,11.0,31.41,39.0,2.0,2.0,4.0,54.6,170.0,504.0
ko-itakura_2022/2023,11.0,33.08,162.0,47.0,1.0,11.0,205.9,349.0,957.0
amos-pieper_2022/2023,11.0,33.19,233.0,89.0,6.0,22.0,245.9,418.0,1427.0
jordi-osei-tutu_2022/2023,11.0,35.4,92.0,6.0,7.0,8.0,91.1,252.0,664.0
mads-pedersen_2022/2023,11.0,34.71,191.0,10.0,31.0,22.0,227.1,602.0,1536.0
tanguy-coulibaly_2022/2023,11.0,33.9,59.0,1.0,8.0,8.0,46.0,164.0,395.0
jerome-roussillon_2022/2023,11.0,34.7,95.0,10.0,24.0,12.0,120.5,259.0,750.0
philipp-max_2022/2023,11.0,32.75,52.0,7.0,23.0,6.0,92.6,212.0,685.0
lucas-alario_2022/2023,10.0,30.68,57.0,22.0,,8.0,45.5,92.0,299.0
jonathan-tah_2022/2023,10.0,33.82,218.0,82.0,3.0,19.0,285.4,374.0,1501.0
genki-haraguchi_2022/2023,10.0,33.31,135.0,9.0,10.0,8.0,164.7,358.0,1127.0
jeff-chabot_2022/2023,10.0,32.27,253.0,111.0,3.0,28.0,199.7,248.0,953.0
kiliann-sildillia_2022/2023,10.0,33.28,200.0,59.0,14.0,37.0,242.8,436.0,1440.0
robert-gumny_2022/2023,10.0,33.76,207.0,47.0,20.0,29.0,236.2,490.0,1315.0
iago_2022/2023,10.0,34.51,156.0,24.0,34.0,12.0,203.5,624.0,1497.0
mohamed-simakan_2022/2023,10.0,33.83,180.0,50.0,10.0,21.0,167.1,405.0,1049.0
moritz-jenz_2022/2023,10.0,33.23,94.0,36.0,1.0,19.0,103.2,149.0,569.0
gil-dias_2022/2023,10.0,33.14,57.0,8.0,6.0,6.0,55.1,165.0,466.0
sebastian-rode_2022/2023,9.0,32.31,140.0,16.0,6.0,19.0,182.2,256.0,1300.0
kristijan-jakic_2022/2023,9.0,32.13,163.0,38.0,10.0,15.0,183.6,374.0,1181.0
marvin-plattenhardt_2022/2023,9.0,33.53,152.0,22.0,51.0,23.0,270.2,487.0,1521.0
jamie-leweling_2022/2023,9.0,34.37,43.0,1.0,10.0,5.0,41.0,114.0,354.0
andras-schafer_2022/2023,9.0,33.3,87.0,12.0,6.0,13.0,117.1,214.0,773.0
cedric-brunner_2022/2023,9.0,34.52,247.0,53.0,36.0,32.0,282.3,674.0,1949.0
pavel-kaderabek_2022/2023,9.0,32.61,155.0,58.0,69.0,22.0,206.9,513.0,1444.0
cristian-gamboa_2022/2023,9.0,35.26,104.0,15.0,30.0,13.0,165.4,367.0,1040.0
silvere-ganvoula_2022/2023,9.0,32.21,41.0,28.0,,2.0,31.0,71.0,193.0
anthony-caci_2022/2023,9.0,33.06,206.0,28.0,35.0,18.0,254.9,538.0,1727.0
angelo-fulgini_2022/2023,9.0,31.37,67.0,6.0,5.0,8.0,71.7,196.0,557.0
nils-petersen_2022/2023,9.0,29.81,46.0,18.0,,6.0,46.0,68.0,312.0
keven-schlotterbeck_2022/2023,9.0,31.36,114.0,55.0,3.0,11.0,85.8,118.0,431.0
morten-thorsby_2022/2023,9.0,32.02,84.0,23.0,2.0,20.0,122.2,234.0,1055.0
marvin-friedrich_2022/2023,9.0,32.74,103.0,56.0,,3.0,140.1,207.0,702.0
jordan-larsson_2022/2023,9.0,33.67,47.0,8.0,,6.0,60.8,164.0,484.0
lukas-kubler_2022/2023,9.0,34.71,161.0,39.0,21.0,17.0,200.2,307.0,978.0
irvin-cardona_2022/2023,9.0,35.98,35.0,6.0,10.0,2.0,45.4,163.0,400.0
aurelio-buta_2022/2023,9.0,33.48,155.0,25.0,48.0,30.0,161.2,483.0,1219.0
andreas-hanche-olsen_2022/2023,9.0,33.9,232.0,93.0,4.0,21.0,188.0,390.0,1137.0
tolga-cigerci_2022/2023,9.0,30.09,62.0,9.0,4.0,11.0,89.8,119.0,633.0
renato-veiga_2022/2023,9.0,34.26,71.0,12.0,5.0,9.0,80.4,149.0,507.0
dayot-upamecano_2022/2023,8.0,35.67,296.0,66.0,,30.0,284.0,538.0,1561.0
noussair-mazraoui_2022/2023,8.0,33.72,142.0,19.0,12.0,14.0,129.5,286.0,783.0
ivan-sunjic_2022/2023,8.0,31.65,102.0,12.0,1.0,14.0,129.6,247.0,961.0
filip-uremovic_2022/2023,8.0,34.36,164.0,58.0,,25.0,192.9,458.0,1173.0
diogo-leite_2022/2023,8.0,31.55,227.0,94.0,3.0,43.0,293.5,414.0,1820.0
thomas-ouwejan_2022/2023,8.0,32.63,68.0,10.0,24.0,6.0,107.1,214.0,655.0
hannes-wolf_2022/2023,8.0,33.24,64.0,4.0,1.0,7.0,63.5,174.0,510.0
kevin-akpoguma_2022/2023,8.0,34.23,260.0,73.0,5.0,30.0,224.5,447.0,1347.0
max-kruse_2022/2023,8.0,31.2,20.0,6.0,3.0,3.0,32.2,82.0,240.0
lilian-egloff_2022/2023,8.0,32.16,35.0,1.0,2.0,3.0,35.6,109.0,302.0
marcel-halstenberg_2022/2023,8.0,33.22,164.0,27.0,23.0,18.0,192.1,399.0,1173.0
angelo-stiller_2022/2023,8.0,30.41,95.0,19.0,4.0,9.0,97.1,149.0,656.0
fisnik-asllani_2022/2023,8.0,32.14,22.0,7.0,1.0,2.0,26.1,61.0,205.0
florian-wirtz_2022/2023,8.0,33.08,161.0,3.0,6.0,12.0,146.4,401.0,1107.0
josip-juranovic_2022/2023,8.0,34.9,48.0,4.0,23.0,1.0,112.3,216.0,591.0
thorgan-hazard_2022/2023,7.0,32.49,41.0,3.0,14.0,12.0,64.3,171.0,516.0
sebastian-rudy_2022/2023,7.0,31.36,97.0,11.0,8.0,22.0,106.7,150.0,614.0
jacob-bruun-larsen_2022/2023,7.0,34.7,14.0,2.0,3.0,1.0,43.2,120.0,324.0
stanley-nsoki_2022/2023,7.0,34.66,130.0,27.0,,13.0,147.3,268.0,844.0
tom-bischof_2022/2023,7.0,30.76,52.0,4.0,2.0,8.0,47.6,87.0,340.0
oliver-burke_2022/2023,7.0,34.34,37.0,13.0,3.0,2.0,36.3,157.0,306.0
patrick-osterhage_2022/2023,7.0,34.26,109.0,15.0,9.0,18.0,139.3,382.0,1071.0
daniel-caligiuri_2022/2023,7.0,33.41,40.0,4.0,2.0,5.0,37.9,89.0,239.0
maximilian-bauer_2022/2023,7.0,30.92,207.0,85.0,2.0,23.0,215.4,280.0,1194.0
kevin-kampl_2022/2023,7.0,31.92,123.0,18.0,3.0,20.0,183.7,306.0,1226.0
julian-weigl_2022/2023,7.0,30.57,148.0,24.0,,21.0,251.4,262.0,1288.0
danny-da-costa_2022/2023,7.0,34.1,125.0,31.0,36.0,9.0,148.8,433.0,1125.0
mahmoud-dahoud_2022/2023,6.0,31.94,23.0,2.0,,3.0,46.6,69.0,297.0
kevin-prince-boateng_2022/2023,6.0,32.55,65.0,22.0,4.0,21.0,56.8,82.0,311.0
jonjoe-kenny_2022/2023,6.0,33.23,200.0,33.0,39.0,25.0,261.5,560.0,1566.0
milos-pantovic_2022/2023,6.0,31.61,26.0,6.0,3.0,5.0,34.0,75.0,302.0
patrick-herrmann_2022/2023,6.0,33.12,24.0,3.0,3.0,3.0,31.6,75.0,247.0
christoph-kramer_2022/2023,6.0,31.03,224.0,33.0,10.0,32.0,295.1,308.0,1561.0
joe-scally_2022/2023,6.0,34.7,199.0,33.0,29.0,13.0,266.6,547.0,1602.0
finn-becker_2022/2023,6.0,32.42,45.0,5.0,,4.0,70.2,147.0,556.0
ilia-gruev_2022/2023,6.0,33.38,161.0,20.0,5.0,25.0,201.9,417.0,1247.0
stefan-bell_2022/2023,6.0,31.08,303.0,129.0,9.0,45.0,273.2,344.0,1364.0
andre-hahn_2022/2023,6.0,32.21,38.0,17.0,3.0,7.0,52.7,114.0,308.0
atakan-karazor_2022/2023,6.0,31.76,277.0,60.0,,24.0,250.3,364.0,1462.0
maximilian-mittelstadt_2022/2023,6.0,33.63,128.0,14.0,16.0,12.0,102.8,268.0,668.0
kasper-dolberg_2022/2023,6.0,34.86,41.0,10.0,1.0,5.0,53.4,118.0,384.0
john-anthony-brooks_2022/2023,6.0,31.48,163.0,82.0,,20.0,145.0,147.0,600.0
aissa-laidouni_2022/2023,6.0,33.72,121.0,11.0,8.0,9.0,115.9,247.0,832.0
charles-aranguiz_2022/2023,5.0,29.08,43.0,3.0,1.0,5.0,63.9,113.0,525.0
marcin-kaminski_2022/2023,5.0,31.79,67.0,34.0,2.0,1.0,69.9,85.0,296.0
christian-gros_2022/2023,5.0,32.25,207.0,36.0,7.0,49.0,236.0,307.0,1198.0
marco-friedl_2022/2023,5.0,33.85,276.0,76.0,11.0,23.0,288.7,490.0,1533.0
lee-buchanan_2022/2023,5.0,34.48,58.0,12.0,14.0,6.0,62.9,146.0,465.0
josuha-guilavogui_2022/2023,5.0,33.22,145.0,61.0,1.0,28.0,136.3,258.0,783.0
sebastiaan-bornauw_2022/2023,5.0,34.83,183.0,64.0,2.0,23.0,212.2,405.0,1301.0
sasa-kalajdzic_2022/2023,5.0,29.67,27.0,12.0,,5.0,27.9,52.0,175.0
lukas-klostermann_2022/2023,5.0,34.4,80.0,21.0,3.0,6.0,111.6,184.0,562.0
xaver-schlager_2022/2023,5.0,33.6,202.0,20.0,3.0,24.0,188.9,232.0,998.0
dennis-geiger_2022/2023,5.0,30.74,176.0,10.0,4.0,40.0,244.0,381.0,1528.0
jean-paul-boetius_2022/2023,5.0,31.72,123.0,12.0,2.0,13.0,139.6,301.0,997.0
mehmet-can-aydin_2022/2023,5.0,33.48,82.0,17.0,15.0,7.0,70.7,219.0,549.0
sepp-van-den-berg_2022/2023,5.0,33.85,42.0,15.0,,4.0,77.3,141.0,413.0
nikola-soldo_2022/2023,5.0,31.66,55.0,11.0,1.0,5.0,69.3,107.0,379.0
nelson-weiper_2022/2023,5.0,32.74,19.0,7.0,2.0,2.0,16.6,53.0,124.0
jere-uronen_2022/2023,5.0,31.97,73.0,16.0,12.0,5.0,76.7,201.0,536.0
thomas-meunier_2022/2023,4.0,32.92,45.0,7.0,15.0,9.0,80.3,227.0,565.0
luca-kilian_2022/2023,4.0,32.98,98.0,34.0,1.0,6.0,127.9,249.0,631.0
stefan-lainer_2022/2023,4.0,32.76,79.0,15.0,11.0,9.0,103.9,305.0,752.0
maxence-lacroix_2022/2023,4.0,35.23,175.0,70.0,1.0,18.0,184.0,398.0,1118.0
vasileios-lampropoulos_2022/2023,4.0,32.92,67.0,23.0,1.0,8.0,70.6,127.0,379.0
marlon-mustapha_2022/2023,4.0,34.06,13.0,1.0,,3.0,11.3,44.0,98.0
delano-burgzorg_2022/2023,4.0,34.62,32.0,1.0,1.0,2.0,33.3,92.0,242.0
yannik-keitel_2022/2023,4.0,32.75,65.0,19.0,3.0,21.0,89.0,154.0,538.0
derry-scherhant_2022/2023,4.0,33.42,33.0,4.0,1.0,1.0,36.5,118.0,264.0
luca-netz_2022/2023,4.0,34.42,76.0,11.0,2.0,4.0,85.5,187.0,553.0
kevin-paredes_2022/2023,4.0,34.14,67.0,4.0,15.0,4.0,72.2,248.0,607.0
callum-hudson-odoi_2022/2023,4.0,33.16,62.0,,6.0,2.0,71.0,156.0,452.0
abdou-diallo_2022/2023,4.0,32.71,59.0,17.0,,2.0,53.7,65.0,226.0
kevin-schade_2022/2023,4.0,34.6,37.0,15.0,2.0,3.0,23.3,68.0,187.0
eren-dinkci_2022/2023,4.0,35.09,30.0,4.0,5.0,5.0,37.1,127.0,280.0
nikolas-nartey_2022/2023,4.0,33.14,72.0,13.0,6.0,4.0,61.0,119.0,417.0
agustin-rogel_2022/2023,4.0,32.99,131.0,59.0,,21.0,164.3,253.0,802.0
pierre-kunde-malong_2022/2023,4.0,33.44,64.0,6.0,5.0,3.0,47.2,103.0,294.0
moritz-broschinski_2022/2023,4.0,32.77,30.0,12.0,1.0,3.0,29.4,105.0,251.0
umut-tohumcu_2022/2023,4.0,32.03,34.0,3.0,,4.0,37.9,86.0,286.0
paxten-aaronson_2022/2023,4.0,31.89,22.0,3.0,3.0,5.0,26.1,62.0,221.0
almamy-toure_2022/2023,3.0,32.66,58.0,17.0,4.0,4.0,46.4,79.0,240.0
odilon-kossounou_2022/2023,3.0,34.47,159.0,43.0,1.0,17.0,185.0,336.0,1170.0
henning-matriciani_2022/2023,3.0,34.97,181.0,39.0,9.0,16.0,205.3,438.0,1157.0
milos-veljkovic_2022/2023,3.0,30.39,205.0,84.0,,22.0,267.6,282.0,1221.0
alexander-hack_2022/2023,3.0,32.37,163.0,52.0,2.0,24.0,128.1,163.0,570.0
hugo-novoa_2022/2023,3.0,35.36,26.0,3.0,8.0,6.0,24.4,71.0,216.0
daley-sinkgraven_2022/2023,3.0,32.76,36.0,6.0,3.0,6.0,42.4,102.0,269.0
timothy-fosu-mensah_2022/2023,3.0,34.09,22.0,3.0,4.0,3.0,24.5,50.0,130.0
salih-ozcan_2022/2023,3.0,33.39,164.0,32.0,2.0,26.0,184.6,272.0,993.0
dominique-heintz_2022/2023,3.0,30.94,70.0,22.0,4.0,11.0,86.5,93.0,313.0
hrvoje-smolcic_2022/2023,3.0,31.75,81.0,31.0,,1.0,55.5,97.0,312.0
julian-baumgartlinger_2022/2023,3.0,31.28,57.0,14.0,,2.0,79.1,133.0,566.0
kilian-fischer_2022/2023,3.0,33.71,37.0,3.0,10.0,8.0,66.5,202.0,581.0
jonathan-schmid_2022/2023,3.0,30.9,5.0,,3.0,1.0,5.8,16.0,31.0
timo-baumgartl_2022/2023,3.0,30.67,65.0,22.0,3.0,9.0,68.8,86.0,330.0
manuel-neuer_2022/2023,2.0,29.9,,,,,56.2,7.0,38.0
faride-alidou_2022/2023,2.0,33.15,34.0,5.0,6.0,8.0,29.5,103.0,240.0
marton-dardai_2022/2023,2.0,32.12,92.0,21.0,,11.0,112.8,183.0,671.0
paul-jaeckel_2022/2023,2.0,32.05,112.0,30.0,2.0,15.0,135.4,175.0,677.0
florian-flick_2022/2023,2.0,31.93,56.0,20.0,1.0,6.0,66.4,113.0,430.0
malick-thiaw_2022/2023,2.0,32.24,40.0,14.0,,3.0,27.7,36.0,120.0
niklas-stark_2022/2023,2.0,33.35,238.0,70.0,,40.0,244.5,411.0,1337.0
josip-brekalo_2022/2023,2.0,31.83,22.0,,5.0,2.0,35.5,66.0,235.0
bartol-franjic_2022/2023,2.0,32.01,32.0,6.0,,1.0,28.3,49.0,193.0
maxim-leitsch_2022/2023,2.0,32.92,57.0,20.0,,3.0,76.3,134.0,375.0
manuel-gulde_2022/2023,2.0,30.4,67.0,25.0,1.0,8.0,77.5,104.0,339.0
noah-weishaupt_2022/2023,2.0,32.79,58.0,4.0,8.0,2.0,57.7,108.0,346.0
carlos-gruezo_2022/2023,2.0,33.58,77.0,15.0,2.0,11.0,108.4,183.0,617.0
felix-uduokhai_2022/2023,2.0,32.72,184.0,62.0,1.0,21.0,174.7,341.0,1218.0
pascal-stenzel_2022/2023,2.0,31.09,27.0,1.0,6.0,3.0,45.0,72.0,304.0
juan-jose-perea_2022/2023,2.0,34.22,58.0,6.0,6.0,10.0,57.1,167.0,441.0
lukas-petkov_2022/2023,2.0,33.0,20.0,5.0,,4.0,22.3,80.0,176.0
thomas-kastanaras_2022/2023,2.0,32.42,5.0,,,,11.2,29.0,90.0
robert-wagner_2022/2023,2.0,30.57,7.0,3.0,,,7.3,10.0,43.0
danilo-soares_2022/2023,2.0,32.7,225.0,35.0,7.0,27.0,193.4,350.0,1098.0
arijon-ibrahimovic_2022/2023,2.0,31.36,5.0,2.0,,,2.1,7.0,16.0
ermin-bicakcic_2022/2023,2.0,29.37,30.0,8.0,,1.0,33.9,52.0,183.0
andreas-ivan_2022/2023,2.0,32.45,2.0,,,1.0,6.0,10.0,50.0
dimitrios-limnios_2022/2023,2.0,30.78,9.0,,3.0,,5.7,17.0,36.0
filip-kostic_2022/2023,1.0,33.85,7.0,,2.0,1.0,8.6,24.0,56.0
paulinho_2022/2023,1.0,32.53,10.0,1.0,,,10.7,24.0,84.0
kristian-pedersen_2022/2023,1.0,31.43,34.0,11.0,5.0,5.0,34.0,64.0,220.0
tim-lemperle_2022/2023,1.0,33.08,21.0,4.0,,2.0,22.8,71.0,205.0
kingsley-ehizibue_2022/2023,1.0,33.8,7.0,1.0,,2.0,7.5,19.0,56.0
mathias-olesen_2022/2023,1.0,33.56,50.0,2.0,2.0,6.0,69.5,126.0,514.0
alexander-schwolow_2022/2023,1.0,29.36,,,,,122.6,18.0,81.0
kerim-calhanoglu_2022/2023,1.0,29.04,6.0,1.0,1.0,3.0,9.7,25.0,79.0
muhammed-damar_2022/2023,1.0,30.89,12.0,1.0,2.0,6.0,23.0,50.0,187.0
nicolai-rapp_2022/2023,1.0,30.03,13.0,2.0,1.0,2.0,12.0,18.0,67.0
felix-agu_2022/2023,1.0,29.95,7.0,1.0,1.0,3.0,6.5,15.0,50.0
manuel-riemann_2022/2023,1.0,29.27,,,,1.0,202.2,48.0,278.0
saidy-janko_2022/2023,1.0,35.45,114.0,12.0,16.0,20.0,139.2,381.0,973.0
robin-zentner_2022/2023,1.0,33.97,,,,,139.4,30.0,118.0
ricardo-pepi_2022/2023,1.0,33.9,10.0,2.0,,,13.5,42.0,116.0
niklas-tauer_2022/2023,1.0,32.74,9.0,1.0,1.0,1.0,12.5,20.0,62.0
tom-rothe_2022/2023,1.0,31.03,4.0,2.0,2.0,2.0,4.2,7.0,34.0
mark-uth_2022/2023,1.0,27.38,6.0,1.0,,2.0,6.8,17.0,58.0
antonios-papadopoulos_2022/2023,1.0,26.69,4.0,2.0,,2.0,1.9,3.0,7.0
marco-pasalic_2022/2023,1.0,30.44,2.0,,1.0,1.0,1.9,6.0,21.0
david-colina_2022/2023,1.0,33.62,27.0,1.0,6.0,1.0,22.4,63.0,175.0
daley-blind_2022/2023,1.0,28.9,15.0,2.0,,1.0,17.9,26.0,108.0
semir-telalovic_2022/2023,1.0,27.14,,,,1.0,2.6,3.0,8.0
eder-balanta_2022/2023,1.0,32.52,26.0,4.0,,5.0,30.4,87.0,252.0
thomas-delaney_2022/2023,1.0,31.12,40.0,14.0,3.0,3.0,39.4,49.0,229.0
ibrahim-maza_2022/2023,1.0,30.43,7.0,,,,10.2,25.0,84.0
julien-duranville_2022/2023,1.0,32.61,6.0,,7.0,1.0,3.9,9.0,18.0
robert-lewandowski_2021/2022,158.0,33.46,302.0,62.0,17.0,19.0,322.1,624.0,1778.0
anthony-modeste_2021/2022,109.0,33.43,239.0,120.0,9.0,38.0,277.3,573.0,1644.0
andrej-kramaric_2021/2022,95.0,32.8,160.0,14.0,43.0,8.0,347.1,846.0,2513.0
leroy-sane_2021/2022,90.0,35.25,220.0,3.0,14.0,23.0,229.0,786.0,1761.0
patrik-schick_2021/2022,89.0,34.36,182.0,71.0,2.0,12.0,229.1,527.0,1317.0
jonathan-burkardt_2021/2022,82.0,34.75,298.0,44.0,29.0,22.0,317.5,832.0,2312.0
erling-haaland_2021/2022,81.0,36.3,173.0,47.0,7.0,17.0,212.4,568.0,1383.0
christopher-nkunku_2021/2022,81.0,35.54,317.0,29.0,33.0,30.0,304.1,913.0,2193.0
mark-uth_2021/2022,71.0,32.87,236.0,28.0,37.0,32.0,249.3,590.0,1916.0
taiwo-awoniyi_2021/2022,69.0,35.69,265.0,56.0,8.0,24.0,239.9,627.0,1516.0
serge-gnabry_2021/2022,68.0,34.76,250.0,12.0,50.0,12.0,254.3,775.0,1963.0
vincenzo-grifo_2021/2022,68.0,34.94,200.0,19.0,47.0,11.0,354.0,701.0,2546.0
branimir-hrgota_2021/2022,66.0,33.56,310.0,27.0,31.0,52.0,322.1,749.0,2040.0
